,mean,std,cvar5,cvar1,mean_abs_daily,turnover,cost_paid,d_mean_vs_ref,d_mean_lo,d_mean_hi,d_cvar5_vs_ref,d_cvar5_lo,d_cvar5_hi
no_hedge,0.06052203666881468,0.7493151583376518,2.036369245671172,3.065852960910001,0.07132716588492177,0.0,0.0,0.07983381364475081,0.07100472655414992,0.0890946712166516,1.298483603375141,1.2420448499740069,1.3558546793940058
bs_delta,-0.09474029593165896,0.2864745925557201,0.738925749248913,0.97153904531503,0.0315551612531084,4.827532238325639,0.1474747946450244,-0.07542851895572282,-0.07753139279816976,-0.07356981238746932,0.0010401069528819251,-0.0077518407718833865,0.010246425845673448
leland,-0.09077786071678867,0.28528270746478945,0.7345026534567194,0.9583349452065484,0.03184184374533864,4.686001375240027,0.14372399745989156,-0.07146608374085253,-0.07337970852492215,-0.06979083303187472,-0.0033829888393116514,-0.0117549950683353,0.005460058016081973
whalley_wilmott,-0.019311776975936137,0.31540396283410754,0.737885642296031,0.9803644249352536,0.03365578495181672,1.9020133482891621,0.07201334984815792,,,,,,
delta_gamma_weekly,-0.2630035212640569,0.32040223207399543,0.8410227681858996,1.014527466254843,0.03039878720108086,4.069924574392468,0.18021520873821792,-0.24369174428812077,-0.2518067433542809,-0.23564785761347226,0.10313712588986856,0.08750958262016972,0.11923215666787834
deep_hedge_es5_s0,-0.0691906261505831,0.11853789511715451,0.21633338274313094,0.26263003650890376,0.012227434153642951,1.6349896696757968,0.08603331775592118,-0.049878849174646966,-0.054560551826371394,-0.04508359166730452,-0.5215522595529001,-0.533331160776541,-0.5080351274713252
deep_hedge_es5_s1,-0.06859120397084614,0.11506741574135136,0.21355258724872048,0.2609915256613486,0.012297485124058502,1.5412635005684205,0.08646191754066813,-0.04927942699491,-0.05387642765218628,-0.04453109109058663,-0.5243330550473105,-0.5359251191416794,-0.5110106070595828
deep_hedge_es5_s2,-0.06755390697780861,0.12102319794661964,0.22844465208394305,0.2676832876890215,0.011973109627434413,1.556454835612869,0.08533020987968318,-0.04824213000187247,-0.05290946327806277,-0.04341867971146303,-0.509440990212088,-0.5213706819792373,-0.4959222967003488
ppo_s0,0.034906655108242125,0.33650160051572053,0.78623757060759,1.114941033503003,0.03184562850893332,1.9444655806024094,0.09430585387917796,0.05421843208417826,0.05059322347789983,0.05765267481739833,0.04835192831155899,0.030994752504509282,0.06732128664171846
ppo_s1,0.030069484861561604,0.36307312990617724,0.8427114147022171,1.1836080971410003,0.03186281853294435,1.6009699758931528,0.08523467282711554,0.04938126183749774,0.04484579952971291,0.053595319833812195,0.10482577240618607,0.08525745962380203,0.12430587588647911
ppo_s2,0.0716918262508747,0.4685140116765176,0.9716088094582234,1.4330819825045333,0.042547274385229004,2.0682862443967607,0.1335330055060992,0.09100360322681084,0.08486596035115017,0.0968174898087832,0.23372316716219232,0.20808844623493067,0.25908626409121366
sac_s0,-0.0833637793144267,0.6082056900545771,1.3354486927938307,1.695454721921355,0.059167219726763726,6.040671542294324,0.27621973790805615,-0.06405200233849057,-0.07302042118901662,-0.054888527860691885,0.5975630504977997,0.5738024209882557,0.6211404943978972
sac_s1,0.04874253188687793,0.7288106566653588,1.5460204167637652,2.253015643506818,0.07040524463649368,6.392660703465342,0.2934301918395565,0.06805430886281406,0.05778911394039589,0.07775767379925556,0.8081347744677342,0.7730392045110107,0.8457814483928813
sac_s2,-0.08802955432323448,0.5325024321104648,1.0979988732073944,1.3519101763437618,0.04959600069617759,5.580450390726328,0.2436673428153645,-0.06871777734729834,-0.07741256117230233,-0.06014102152638295,0.3601132309113634,0.3425025145608953,0.3794597796529979
